Level Reached,Champion,Map,Kills,Deaths,Assists,Minions,Money Earned,Date Played
17,Kled,Howling Abyss,8,16,13,15,7.8k,6/2/2019
14,Ziggs,Howling Abyss,10,3,19,36,12.0k,6/2/2019
18,Braum,Howling Abyss,5,11,25,24,9.2k,6/2/2019
16,Veigar,Howling Abyss,9,3,32,28,11.7k,6/2/2019
15,Sona,Howling Abyss,7,9,19,69,11.1k,6/2/2019
18,Blitzcrank,Howling Abyss,12,8,20,16,10.2k,5/31/2019
17,Nami,Howling Abyss,9,10,24,28,13.3k,5/31/2019
16,Kled,Howling Abyss,9,9,21,45,12.5k,5/30/2019
17,Gnar,Howling Abyss,6,12,15,28,10.7k,5/30/2019
18,Aurelion Sol,Howling Abyss,9,15,12,48,12.7k,5/30/2019
16,Pantheon,Howling Abyss,14,9,27,65,15.8k,5/30/2019
11,Sona,Howling Abyss,2,9,11,16,11.6k,5/29/2019
18,Zoe,Howling Abyss,12,9,9,8,6.9k,5/29/2019
18,Zilean,Howling Abyss,10,6,25,19,12.4k,5/29/2019
18,Kled,Howling Abyss,13,7,22,55,13.9k,5/29/2019
18,Nunu & Willump,Howling Abyss,9,8,29,32,12.9k,5/29/2019
18,Morgana,Howling Abyss,15,7,30,28,13.3k,5/29/2019
12,Kayn,Howling Abyss,11,10,25,69,15.1k,5/29/2019
16,Morgana,Howling Abyss,5,4,7,20,8.6k,5/29/2019
18,Brand,Howling Abyss,5,8,31,24,9.9k,5/29/2019
17,Blitzcrank,Summoner's Rift Normal (Draft Mode),4,8,19,22,14.2k,5/27/2019
18,Jayce,Howling Abyss,20,12,19,58,13.4k,5/27/2019
18,Taliyah,Howling Abyss,10,16,23,79,17.5k,5/27/2019
10,Blitzcrank,Summoner's Rift Normal (Draft Mode),0,5,23,47,14.4k,5/27/2019
11,Morgana,Summoner's Rift Normal (Draft Mode),3,10,1,38,4.1k,5/27/2019
17,Vel'Koz,Howling Abyss,13,7,0,68,6.5k,5/27/2019
18,Blitzcrank,Summoner's Rift Normal (Draft Mode),4,8,24,32,12.7k,5/27/2019
18,Lux,Howling Abyss,1,5,23,76,10.8k,5/27/2019
17,Zilean,Howling Abyss,9,6,32,41,12.9k,5/27/2019
16,Aurelion Sol,Howling Abyss,10,6,29,58,11.9k,5/27/2019
18,Taliyah,Howling Abyss,8,15,19,35,11.7k,5/27/2019
13,Teemo,Howling Abyss,15,24,24,43,17.7k,5/27/2019
18,Tristana,Howling Abyss,1,10,12,11,7.4k,5/27/2019
14,Sona,Howling Abyss,11,16,16,41,13.8k,5/27/2019
18,Lux,Howling Abyss,8,10,14,17,9.1k,5/27/2019
18,Ezreal,Howling Abyss,17,11,35,96,18.6k,5/26/2019
18,Miss Fortune,Howling Abyss,22,10,17,72,18.6k,5/26/2019
18,Zoe,Howling Abyss,7,12,23,62,14.1k,5/26/2019
18,Aurelion Sol,Howling Abyss,9,11,23,17,12.6k,5/26/2019
18,Zoe,Howling Abyss,14,16,16,88,15.8k,5/26/2019
15,Evelynn,Howling Abyss,11,18,37,53,16.9k,5/26/2019
13,Gnar,Howling Abyss,11,8,19,18,10.3k,5/26/2019
18,Blitzcrank,Howling Abyss,4,8,11,28,8.1k,5/26/2019
18,Zilean,Howling Abyss,7,6,27,25,12.8k,5/26/2019
18,Master Yi,Howling Abyss,10,9,34,72,14.8k,5/26/2019
18,Ziggs,Howling Abyss,19,18,15,54,17.2k,5/26/2019
14,Kayn,Howling Abyss,13,9,22,50,14.1k,5/26/2019
15,Veigar,Howling Abyss,9,14,9,37,11.7k,5/26/2019
17,Kayn,Howling Abyss,6,13,6,41,9.6k,5/26/2019
13,Cho'Gath,Howling Abyss,11,13,14,48,13.2k,5/24/2019
9,Morgana,Howling Abyss,5,9,10,31,9.1k,5/24/2019
17,Illaoi,Howling Abyss,1,2,3,13,6.3k,4/14/2019
18,Morgana,Howling Abyss,8,11,22,57,12.0k,4/14/2019
18,Xayah,Howling Abyss,10,9,22,45,12.4k,4/14/2019
17,Pyke,Howling Abyss,10,11,21,65,15.2k,4/14/2019
17,Rammus,Howling Abyss,13,14,12,36,12.7k,4/14/2019
14,Kayn,Howling Abyss,4,12,20,31,10.3k,4/14/2019
18,Lux,Howling Abyss,6,13,10,29,10.2k,4/14/2019
18,Veigar,Howling Abyss,4,3,32,37,11.7k,4/14/2019
18,Illaoi,Howling Abyss,18,5,28,74,14.2k,4/14/2019
15,Zilean,Howling Abyss,12,10,19,52,13.7k,2/14/2019
17,Veigar,Howling Abyss,3,8,10,21,8.8k,2/14/2019
18,Kayn,Howling Abyss,11,6,22,64,11.7k,2/14/2019
18,Lissandra,Howling Abyss,26,17,14,59,20.4k,2/14/2019
16,Gangplank,Howling Abyss,15,9,39,75,14.7k,2/14/2019
15,Katarina,Howling Abyss,5,9,13,24,10.5k,2/14/2019
