Level Reached,Champion,Map,Kills,Deaths,Assists,Minions,Money Earned,Date Played
16,Senna,Howling Abyss,8,4,22,15,10.2k,10/27/2020
18,Cho'Gath,Howling Abyss,11,8,20,47,12.6k,10/27/2020
18,Zilean,Howling Abyss,4,12,14,49,12.4k,10/27/2020
18,Nidalee,Howling Abyss,22,7,19,54,19.8k,10/27/2020
15,Xayah,Howling Abyss,7,10,12,46,10.3k,10/27/2020
18,Ahri,Howling Abyss,20,8,32,163,23.5k,10/27/2020
16,Caitlyn,Howling Abyss,4,5,9,69,10.5k,10/26/2020
14,Master Yi,Summoner's Rift,1,9,5,79,10.3k,10/26/2020
15,Brand,Howling Abyss,5,6,15,16,9.9k,10/25/2020
15,Vel'Koz,Howling Abyss,3,4,16,27,9.2k,10/25/2020
17,Jinx,Summoner's Rift,6,8,7,48,12.7k,10/25/2020
14,Nidalee,Summoner's Rift,1,9,9,54,10.9k,10/25/2020
15,Caitlyn,Summoner's Rift,1,11,5,81,10.6k,10/25/2020
21,Jinx,Summoner's Rift,3,15,13,82,15.5k,10/25/2020
13,Jinx,Summoner's Rift,4,3,3,47,10.0k,10/25/2020
14,Nocturne,Howling Abyss,10,10,9,22,10.2k,10/24/2020
14,Ashe,Howling Abyss,0,6,13,39,8.7k,10/24/2020
13,Ekko,Howling Abyss,2,9,10,20,7.7k,10/24/2020
16,Soraka,Howling Abyss,7,8,21,7,10.6k,10/24/2020
16,Riven,Howling Abyss,10,9,16,25,11.3k,10/23/2020
18,Master Yi,Howling Abyss,12,10,12,62,14.8k,10/23/2020
15,Senna,Howling Abyss,3,7,13,30,9.2k,10/23/2020
18,Nidalee,Howling Abyss,12,4,29,35,14.7k,10/22/2020
16,Jinx,Howling Abyss,4,8,21,59,10.3k,10/22/2020
18,Kayle,Howling Abyss,12,9,19,75,16.2k,10/21/2020
18,Lux,Howling Abyss,8,5,27,59,14.6k,10/21/2020
16,Teemo,Howling Abyss,2,4,18,33,9.7k,10/11/2020
17,Veigar,Howling Abyss,8,8,12,44,11.9k,10/11/2020
16,Illaoi,Howling Abyss,5,5,20,40,10.9k,10/11/2020
9,Ekko,Howling Abyss,1,4,6,10,5.0k,10/11/2020
16,Twisted Fate,Howling Abyss,7,10,11,39,11.1k,10/11/2020
18,Alistar,Howling Abyss,10,13,33,16,15.1k,10/11/2020
15,Graves,Howling Abyss,7,10,7,52,11.2k,10/11/2020
17,Jhin,Howling Abyss,24,9,21,34,13.7k,10/10/2020
18,Tristana,Howling Abyss,9,8,19,74,13.4k,10/9/2020
15,Ekko,Howling Abyss,17,5,15,20,11.1k,10/2/2020
17,Master Yi,Howling Abyss,17,8,6,45,12.8k,10/2/2020
18,Fiddlesticks,Howling Abyss,9,8,29,67,13.8k,10/2/2020
18,Caitlyn,Howling Abyss,10,8,15,92,15.9k,10/1/2020
12,LeBlanc,Howling Abyss,8,6,3,14,8.6k,10/1/2020
15,Twisted Fate,Howling Abyss,7,9,13,50,12.2k,10/1/2020
18,Sivir,Howling Abyss,7,9,20,77,14.2k,9/27/2020
18,Vel'Koz,Howling Abyss,16,8,22,85,17.7k,9/21/2020
10,Thresh,Howling Abyss,1,6,10,10,5.7k,9/21/2020
9,Katarina,Howling Abyss,1,6,5,8,5.0k,9/20/2020
18,Veigar,Howling Abyss,11,13,37,77,19.9k,9/20/2020
16,Mordekaiser,Howling Abyss,5,8,15,30,10.7k,9/20/2020
16,Kayle,Howling Abyss,12,8,25,31,11.1k,9/20/2020
18,Darius,Howling Abyss,13,12,23,55,17.5k,9/20/2020
15,Shen,Howling Abyss,7,6,19,14,10.1k,9/19/2020
13,Kindred,Howling Abyss,1,8,6,41,8.1k,9/19/2020
17,Nidalee,Howling Abyss,12,6,11,17,12.0k,9/19/2020
13,Graves,Howling Abyss,5,10,9,30,8.9k,9/19/2020
18,Ezreal,Howling Abyss,12,8,25,56,14.8k,9/19/2020
15,Graves,Howling Abyss,13,6,20,51,11.0k,9/19/2020
18,Tristana,Howling Abyss,14,9,17,68,13.9k,9/18/2020
17,Ahri,Howling Abyss,7,15,16,55,12.8k,9/18/2020
18,Ashe,Howling Abyss,10,10,18,63,12.4k,9/18/2020
13,Cho'Gath,Howling Abyss,6,7,4,13,7.9k,9/18/2020
17,Zilean,Howling Abyss,4,6,21,45,10.3k,9/15/2020
12,Yone,Howling Abyss,1,6,10,24,7.9k,9/12/2020
18,Jinx,Howling Abyss,7,11,28,98,17.2k,9/12/2020
10,Master Yi,Howling Abyss,2,4,4,11,7.3k,9/9/2020
16,Jarvan IV,Howling Abyss,5,4,29,26,9.9k,9/8/2020
18,Ekko,Howling Abyss,18,11,12,56,14.3k,9/8/2020
15,Twisted Fate,Howling Abyss,9,12,9,39,11.0k,9/8/2020
14,Master Yi,Howling Abyss,19,9,8,44,11.6k,9/8/2020
17,Lillia,Howling Abyss,9,15,21,20,12.1k,9/5/2020
16,Senna,Howling Abyss,3,8,15,26,9.8k,9/5/2020
18,Pyke,Howling Abyss,15,11,13,30,13.9k,9/5/2020
18,Senna,Howling Abyss,15,11,17,54,15.6k,9/5/2020
10,Neeko,Howling Abyss,4,5,11,16,5.9k,9/5/2020
18,Jax,Howling Abyss,14,14,27,35,15.9k,9/5/2020
17,Riven,Howling Abyss,21,9,11,54,14.7k,9/5/2020
14,Fiddlesticks,Howling Abyss,12,5,12,22,9.7k,9/5/2020
11,Jarvan IV,Howling Abyss,1,8,9,15,6.5k,9/3/2020
16,Neeko,Howling Abyss,9,6,15,40,11.6k,9/3/2020
18,Tristana,Howling Abyss,11,16,25,93,16.8k,9/3/2020
17,Blitzcrank,Howling Abyss,9,12,21,15,12.6k,9/3/2020
16,Graves,Howling Abyss,5,6,14,60,10.1k,9/2/2020
18,Veigar,Howling Abyss,13,6,33,46,13.8k,9/2/2020
18,Senna,Howling Abyss,8,7,21,50,13.1k,9/1/2020
18,Karthus,Howling Abyss,11,10,24,47,13.2k,9/1/2020
17,Master Yi,Howling Abyss,12,12,20,25,11.8k,9/1/2020
18,Twisted Fate,Howling Abyss,8,10,23,37,13.4k,9/1/2020
17,Tristana,Howling Abyss,5,10,19,49,11.9k,9/1/2020
17,Nidalee,Howling Abyss,9,10,22,17,11.4k,8/31/2020
18,Ekko,Howling Abyss,20,9,40,42,15.7k,8/30/2020
18,Jarvan IV,Howling Abyss,14,14,25,48,14.5k,8/29/2020
18,Darius,Howling Abyss,7,18,22,26,14.3k,8/29/2020
14,Ahri,Howling Abyss,4,6,20,22,8.3k,8/29/2020
14,Master Yi,Howling Abyss,12,10,6,49,11.6k,8/29/2020
18,Talon,Howling Abyss,12,16,11,47,14.5k,8/29/2020
17,Twisted Fate,Howling Abyss,6,9,26,36,10.8k,8/29/2020
16,Darius,Howling Abyss,7,7,12,22,11.1k,8/29/2020
12,Kayle,Howling Abyss,2,10,11,20,7.6k,8/28/2020
15,Ahri,Howling Abyss,9,13,14,21,12.0k,8/28/2020
18,Senna,Howling Abyss,26,6,27,64,18.2k,8/24/2020
18,Ashe,Howling Abyss,12,9,15,92,14.1k,8/20/2020
11,Yasuo,Howling Abyss,1,12,7,20,6.1k,8/20/2020
15,Gnar,Howling Abyss,5,11,8,43,10.3k,8/20/2020
18,Shen,Howling Abyss,7,12,23,33,13.4k,8/20/2020
11,Yone,Summoner's Rift,17,1,15,41,9.3k,8/19/2020
12,Blitzcrank,Summoner's Rift,11,0,16,25,9.2k,8/19/2020
9,Morgana,Summoner's Rift,7,3,2,45,7.9k,8/19/2020
13,Kindred,Howling Abyss,3,8,8,34,8.3k,8/19/2020
14,Vayne,Howling Abyss,2,15,4,34,8.8k,8/18/2020
16,Katarina,Howling Abyss,7,11,16,23,10.8k,8/18/2020
11,Caitlyn,Summoner's Rift,16,5,4,84,10.2k,8/18/2020
14,Lux,Howling Abyss,5,4,21,22,8.6k,8/18/2020
13,Lee Sin,Howling Abyss,7,7,17,28,8.6k,8/18/2020
18,Riven,Howling Abyss,18,15,12,23,17.5k,8/17/2020
17,Bard,Howling Abyss,9,5,22,30,10.6k,8/17/2020
18,Cho'Gath,Howling Abyss,12,7,17,31,13.6k,8/17/2020
12,Bard,Howling Abyss,3,7,7,16,6.9k,8/17/2020
12,Kayle,Howling Abyss,3,8,7,30,6.9k,8/17/2020
15,Twisted Fate,Howling Abyss,4,12,12,54,10.2k,8/16/2020
18,Caitlyn,Howling Abyss,20,9,9,112,17.6k,8/16/2020
18,Garen,Howling Abyss,9,10,13,53,13.6k,8/16/2020
18,Master Yi,Howling Abyss,20,13,21,64,16.5k,8/16/2020
15,Graves,Howling Abyss,12,9,18,29,10.8k,8/16/2020
18,Lee Sin,Howling Abyss,17,12,27,48,16.0k,8/16/2020
18,Mordekaiser,Howling Abyss,13,16,19,75,17.3k,8/15/2020
18,Morgana,Howling Abyss,12,7,21,66,14.3k,8/15/2020
17,Ahri,Howling Abyss,9,8,18,48,12.0k,8/15/2020
12,Jinx,Summoner's Rift Ranked (Draft Mode),1,9,5,56,6.5k,8/15/2020
15,Jhin,Howling Abyss,10,9,14,32,11.3k,8/15/2020
14,Anivia,Howling Abyss,2,11,8,11,8.3k,8/15/2020
14,Fiora,Howling Abyss,6,10,7,22,9.9k,8/15/2020
15,Caitlyn,Howling Abyss,10,5,23,39,10.8k,8/15/2020
18,Master Yi,Howling Abyss,22,17,17,56,17.5k,8/15/2020
12,Rammus,Howling Abyss,3,10,19,27,7.0k,8/14/2020
12,Jinx,Howling Abyss,4,3,7,34,8.1k,8/14/2020
11,Kalista,Howling Abyss,4,8,7,27,6.8k,8/14/2020
18,Rengar,Howling Abyss,21,24,22,29,21.1k,8/14/2020
14,Riven,Howling Abyss,12,7,23,24,9.8k,8/14/2020
17,Twisted Fate,Howling Abyss,13,11,19,71,14.0k,8/13/2020
13,Twisted Fate,Howling Abyss,6,11,13,19,8.7k,8/13/2020
15,Master Yi,Howling Abyss,12,8,15,18,10.3k,8/13/2020
10,Brand,Howling Abyss,3,2,6,11,5.9k,8/13/2020
17,Veigar,Howling Abyss,6,9,16,48,11.9k,8/13/2020
10,Xerath,Howling Abyss,4,5,4,13,6.6k,8/13/2020
16,Tristana,Howling Abyss,9,10,10,80,12.7k,8/13/2020
18,Darius,Howling Abyss,4,9,18,18,12.2k,8/13/2020
18,Lee Sin,Howling Abyss,12,19,19,103,19.8k,8/12/2020
17,Akali,Howling Abyss,14,13,14,14,12.2k,8/12/2020
15,Lee Sin,Howling Abyss,8,9,14,24,10.3k,8/12/2020
18,Lillia,Howling Abyss,12,15,34,75,17.3k,8/6/2020
18,Master Yi,Howling Abyss,23,15,15,47,16.7k,8/6/2020
18,Twisted Fate,Howling Abyss,8,15,23,41,14.5k,8/5/2020
16,Ezreal,Howling Abyss,0,6,7,23,9.7k,8/5/2020
14,Jhin,Howling Abyss,5,2,20,26,9.2k,8/5/2020
13,Garen,Howling Abyss,4,11,12,18,8.1k,8/5/2020
18,Shen,Howling Abyss,10,16,22,61,17.6k,8/5/2020
18,Veigar,Howling Abyss,19,8,18,73,17.0k,8/3/2020
18,Lee Sin,Howling Abyss,16,7,24,56,13.5k,8/2/2020
15,Braum,Howling Abyss,0,12,18,7,8.1k,8/2/2020
14,Master Yi,Howling Abyss,10,13,15,9,8.3k,8/2/2020
17,Alistar,Howling Abyss,1,9,23,7,10.0k,8/2/2020
13,Sona,Howling Abyss,1,8,14,17,6.9k,8/2/2020
15,Caitlyn,Howling Abyss,5,8,15,32,9.9k,8/2/2020
12,Ashe,Howling Abyss,3,7,8,26,7.9k,8/2/2020
13,Master Yi,Howling Abyss,11,6,16,24,9.9k,8/2/2020
17,Jinx,Howling Abyss,13,8,16,36,12.8k,8/2/2020
18,Jhin,Howling Abyss,15,6,18,72,15.6k,8/2/2020
18,Nidalee,Howling Abyss,14,11,28,22,18.6k,8/2/2020
16,Caitlyn,Howling Abyss,3,8,15,61,10.7k,8/2/2020
13,Twisted Fate,Howling Abyss,3,12,7,18,7.3k,8/2/2020
17,Twisted Fate,Howling Abyss,9,10,14,30,11.9k,8/2/2020
12,Nautilus,Howling Abyss,2,5,23,9,6.5k,8/1/2020
16,Graves,Howling Abyss,10,7,8,52,11.5k,8/1/2020
18,Lux,Howling Abyss,13,10,30,64,17.0k,8/1/2020
18,Mordekaiser,Howling Abyss,6,19,19,50,18.4k,8/1/2020
18,Karthus,Howling Abyss,9,12,30,45,12.4k,8/1/2020
18,Caitlyn,Howling Abyss,15,3,34,105,14.6k,8/1/2020
13,Alistar,Howling Abyss,4,7,9,2,9.0k,8/1/2020
13,Neeko,Howling Abyss,8,5,18,13,8.3k,7/31/2020
18,Elise,Howling Abyss,5,13,17,41,13.2k,7/31/2020
16,Twisted Fate,Howling Abyss,11,10,6,39,10.9k,7/31/2020
14,Malzahar,Howling Abyss,3,7,16,32,8.5k,7/31/2020
18,Kayle,Howling Abyss,11,8,17,53,12.9k,7/31/2020
16,Elise,Howling Abyss,16,11,15,18,12.3k,7/31/2020
14,Jinx,Howling Abyss,4,7,19,33,9.2k,7/31/2020
15,Teemo,Howling Abyss,3,6,20,28,9.3k,7/31/2020
13,Twisted Fate,Howling Abyss,12,5,14,44,10.4k,7/30/2020
13,Yasuo,Howling Abyss,2,19,5,10,8.4k,7/30/2020
14,Caitlyn,Howling Abyss,8,9,7,31,9.3k,7/28/2020
16,Xin Zhao,Howling Abyss,10,14,14,13,11.9k,7/28/2020
14,Brand,Howling Abyss,6,11,16,21,9.1k,7/28/2020
16,Caitlyn,Howling Abyss,7,3,12,41,10.6k,7/28/2020
11,Twitch,Howling Abyss,1,11,6,10,6.7k,7/28/2020
17,Kayle,Howling Abyss,14,6,26,60,12.0k,7/28/2020
11,Tristana,Howling Abyss,1,6,5,16,6.6k,7/28/2020
14,Master Yi,Howling Abyss,6,11,10,20,8.8k,7/28/2020
18,Lucian,Howling Abyss,14,16,31,85,16.9k,7/27/2020
15,Twisted Fate,Howling Abyss,6,10,22,36,10.8k,7/26/2020
15,Master Yi,Nexus Blitz,1,10,8,33,9.5k,7/26/2020
17,Talon,Nexus Blitz,10,9,9,54,12.9k,7/26/2020
18,Jhin,Howling Abyss,23,11,28,60,17.5k,7/26/2020
11,Jarvan IV,Howling Abyss,1,8,16,7,6.3k,7/25/2020
12,Mordekaiser,Howling Abyss,6,8,8,11,8.6k,7/25/2020
18,Karthus,Howling Abyss,18,16,21,67,15.8k,7/25/2020
17,Katarina,Howling Abyss,6,13,18,15,10.8k,7/24/2020
18,Kayle,Howling Abyss,17,17,29,121,17.9k,7/24/2020
18,Soraka,Howling Abyss,4,15,46,50,15.0k,7/24/2020
16,Ahri,Howling Abyss,6,12,19,26,10.9k,7/24/2020
14,Ryze,Howling Abyss,7,9,10,13,9.2k,7/23/2020
16,Volibear,Howling Abyss,4,8,18,15,9.9k,7/23/2020
12,Blitzcrank,Nexus Blitz,1,3,21,3,7.3k,7/23/2020
10,Fiddlesticks,Nexus Blitz,0,5,1,20,4.5k,7/23/2020
10,Caitlyn,Nexus Blitz,0,2,1,15,4.6k,7/23/2020
11,Master Yi,Nexus Blitz,6,0,10,34,6.5k,7/23/2020
18,Master Yi,Nexus Blitz,10,7,13,85,15.4k,7/22/2020
14,Talon,Nexus Blitz,6,9,10,38,10.3k,7/22/2020
17,Caitlyn,Nexus Blitz,6,8,5,54,12.9k,7/22/2020
18,Nidalee,Howling Abyss,17,8,12,29,14.2k,7/22/2020
18,Twisted Fate,Howling Abyss,3,9,24,72,12.4k,7/21/2020
16,Ekko,Howling Abyss,4,16,14,18,10.1k,7/21/2020
18,Caitlyn,Summoner's Rift Normal (Draft Mode),0,11,13,166,13.1k,7/21/2020
15,Jinx,Summoner's Rift Normal (Draft Mode),3,7,13,117,9.7k,7/20/2020
16,Twisted Fate,Howling Abyss,10,11,19,30,12.3k,7/20/2020
13,Talon,Howling Abyss,9,14,8,36,9.7k,7/20/2020
13,Illaoi,Howling Abyss,9,3,7,27,9.2k,7/20/2020
17,Katarina,Howling Abyss,15,15,19,19,12.6k,7/20/2020
16,Garen,Howling Abyss,13,12,13,47,11.8k,7/20/2020
9,Kalista,Summoner's Rift Normal (Draft Mode),1,6,1,68,9.5k,7/20/2020
11,Jinx,Summoner's Rift Normal (Draft Mode),4,1,6,78,5.5k,7/19/2020
18,Jinx,Howling Abyss,9,11,16,49,7.0k,7/19/2020
18,Katarina,Howling Abyss,17,12,28,32,13.1k,7/19/2020
17,Veigar,Howling Abyss,9,9,21,36,15.3k,7/19/2020
15,Talon,Howling Abyss,5,11,10,27,11.3k,7/19/2020
16,Garen,Howling Abyss,3,11,11,30,10.3k,7/17/2020
18,Garen,Howling Abyss,11,16,25,30,10.1k,7/17/2020
18,Aatrox,Howling Abyss,3,17,21,24,15.1k,7/17/2020
13,Cho'Gath,Howling Abyss,6,9,12,18,12.2k,7/17/2020
17,Xayah,Howling Abyss,7,11,17,61,8.6k,7/17/2020
18,Karthus,Howling Abyss,13,10,28,92,12.6k,7/13/2020
18,Pyke,Howling Abyss,13,16,17,8,15.4k,7/12/2020
14,Nidalee,Howling Abyss,15,3,9,15,14.1k,7/12/2020
15,Skarner,Howling Abyss,5,10,11,15,11.2k,7/12/2020
17,Lee Sin,Howling Abyss,7,12,30,20,9.9k,7/12/2020
13,Jarvan IV,Howling Abyss,4,6,22,5,11.7k,7/12/2020
15,Garen,Howling Abyss,8,8,14,23,7.9k,7/12/2020
14,Fizz,Howling Abyss,4,8,20,16,9.6k,7/11/2020
15,Lee Sin,Howling Abyss,6,6,30,17,9.1k,7/11/2020
18,Sett,Howling Abyss,13,17,19,80,9.5k,7/11/2020
15,Lux,Howling Abyss,4,7,21,17,19.9k,7/11/2020
15,Karma,Howling Abyss,5,10,20,25,8.9k,7/11/2020
13,Tristana,Howling Abyss,2,11,10,19,9.0k,7/11/2020
18,Sivir,Howling Abyss,13,10,24,75,7.4k,7/11/2020
18,Talon,Howling Abyss,9,10,17,57,14.3k,7/11/2020
18,Garen,Howling Abyss,12,11,17,33,13.7k,7/11/2020
15,Fiddlesticks,Howling Abyss,6,7,17,38,14.9k,7/11/2020
16,Lucian,Howling Abyss,4,8,23,38,10.0k,7/11/2020
18,Twisted Fate,Howling Abyss,4,12,21,73,10.3k,7/11/2020
18,Talon,Howling Abyss,13,16,15,47,14.3k,7/11/2020
15,Darius,Howling Abyss,4,4,29,6,16.0k,7/10/2020
17,Talon,Howling Abyss,10,11,28,27,8.6k,7/1/2020
18,Teemo,Howling Abyss,13,7,35,54,12.2k,7/1/2020
17,Fiddlesticks,Howling Abyss,7,11,13,61,13.6k,7/1/2020
18,Lee Sin,Howling Abyss,10,13,20,47,12.5k,7/1/2020
13,Ekko,Howling Abyss,5,11,11,15,14.1k,7/1/2020
9,Jhin,Howling Abyss,3,4,2,15,9.3k,7/1/2020
17,Urgot,Howling Abyss,4,10,18,62,5.8k,7/1/2020
18,Riven,Howling Abyss,13,15,34,47,12.6k,6/28/2020
10,Lee Sin,Howling Abyss,8,9,7,4,20.7k,6/28/2020
15,Jhin,Howling Abyss,9,3,20,34,6.7k,6/28/2020
18,Lee Sin,Howling Abyss,16,13,27,42,10.1k,6/28/2020
14,Kalista,Howling Abyss,6,8,15,42,17.5k,6/28/2020
14,Twisted Fate,Howling Abyss,5,4,15,55,9.3k,6/28/2020
18,Lee Sin,Howling Abyss,12,9,30,50,9.9k,6/28/2020
18,Ekko,Howling Abyss,17,17,29,57,13.3k,6/28/2020
18,Lee Sin,Howling Abyss,6,12,28,81,19.7k,6/27/2020
18,Ashe,Howling Abyss,4,10,25,79,16.5k,6/23/2020
17,Lee Sin,Howling Abyss,6,7,16,31,14.7k,6/22/2020
18,Vel'Koz,Howling Abyss,11,4,20,26,12.0k,6/21/2020
17,Lulu,Howling Abyss,9,9,11,37,12.6k,6/21/2020
16,Xayah,Howling Abyss,10,5,13,57,12.3k,6/21/2020
14,Blitzcrank,Howling Abyss,2,4,17,10,11.9k,6/21/2020
18,Jhin,Howling Abyss,14,9,32,64,8.7k,6/20/2020
16,Twisted Fate,Howling Abyss,12,6,17,28,17.5k,6/20/2020
17,Lee Sin,Howling Abyss,6,15,13,28,11.0k,6/18/2020
17,Blitzcrank,Howling Abyss,2,5,27,17,11.7k,6/18/2020
13,Master Yi,Howling Abyss,9,7,13,21,11.1k,6/17/2020
17,Veigar,Howling Abyss,10,6,22,43,8.9k,6/17/2020
18,Tristana,Howling Abyss,17,9,19,90,12.3k,6/17/2020
11,Talon,Howling Abyss,4,6,5,8,16.2k,6/17/2020
15,Kayle,Howling Abyss,14,5,22,45,6.8k,6/14/2020
16,Ashe,Howling Abyss,7,6,13,66,10.3k,6/14/2020
16,Master Yi,Howling Abyss,8,10,10,19,10.8k,6/14/2020
9,Master Yi,Howling Abyss,0,7,0,4,10.6k,6/14/2020
13,Kalista,Howling Abyss,5,6,7,63,4.8k,6/13/2020
17,Nidalee,Howling Abyss,10,3,8,19,8.5k,6/13/2020
12,Neeko,Howling Abyss,2,4,11,32,11.1k,6/13/2020
17,Senna,Howling Abyss,3,6,21,56,7.1k,6/13/2020
18,Jhin,Howling Abyss,13,12,15,73,11.9k,6/13/2020
16,Talon,Howling Abyss,13,10,21,46,15.6k,6/13/2020
18,Ahri,Howling Abyss,10,11,23,50,11.9k,6/12/2020
17,Varus,Howling Abyss,7,11,22,41,12.5k,6/12/2020
18,Nidalee,Howling Abyss,17,5,21,27,11.9k,6/12/2020
14,Urgot,Howling Abyss,3,6,20,29,14.0k,6/12/2020
14,Tahm Kench,Howling Abyss,2,9,11,20,8.4k,6/12/2020
16,Akali,Howling Abyss,11,12,11,22,8.1k,6/12/2020
18,Talon,Howling Abyss,13,12,23,66,11.3k,6/12/2020
18,Shen,Howling Abyss,15,13,24,90,13.5k,6/12/2020
16,Vayne,Howling Abyss,9,8,5,55,18.3k,6/12/2020
18,Kalista,Howling Abyss,19,9,23,105,12.2k,6/12/2020
18,Lee Sin,Howling Abyss,14,10,35,29,16.7k,6/11/2020
15,Volibear,Howling Abyss,6,7,11,32,13.0k,6/11/2020
13,Talon,Howling Abyss,9,5,16,23,9.0k,6/11/2020
15,Darius,Howling Abyss,5,9,17,26,8.6k,6/11/2020
12,Vladimir,Howling Abyss,4,11,8,15,9.3k,6/9/2020
18,Darius,Howling Abyss,8,10,23,52,7.9k,6/9/2020
16,Corki,Howling Abyss,8,11,6,45,13.2k,6/8/2020
15,Karthus,Howling Abyss,7,6,17,44,11.2k,6/8/2020
18,Nidalee,Howling Abyss,13,6,14,38,10.0k,6/8/2020
13,Jinx,Howling Abyss,6,8,15,26,14.5k,6/8/2020
14,Twitch,Howling Abyss,5,6,11,25,9.0k,5/15/2020
12,Garen,Howling Abyss,4,7,5,16,9.1k,5/15/2020
18,Nidalee,Howling Abyss,14,5,21,29,7.2k,4/18/2020
18,Master Yi,Howling Abyss,14,14,23,33,14.9k,4/18/2020
16,Jinx,Howling Abyss,12,9,11,49,16.1k,4/18/2020
18,Volibear,Howling Abyss,3,15,13,14,12.1k,4/18/2020
15,Fiora,Howling Abyss,5,6,18,30,11.8k,4/18/2020
17,Kindred,Howling Abyss,9,6,18,54,9.3k,4/18/2020
15,Yasuo,Howling Abyss,2,12,21,18,11.9k,4/18/2020
17,Lee Sin,Howling Abyss,9,9,13,42,8.7k,4/18/2020
10,Yasuo,Howling Abyss,1,8,3,18,12.1k,4/18/2020
16,Lee Sin,Howling Abyss,4,13,12,35,5.9k,4/18/2020
16,Fizz,Howling Abyss,6,14,10,24,9.7k,4/18/2020
18,Caitlyn,Howling Abyss,18,7,31,53,10.2k,4/18/2020
18,Lux,Howling Abyss,6,4,35,53,14.8k,4/17/2020
16,Volibear,Howling Abyss,6,7,15,18,14.2k,4/17/2020
17,Talon,Howling Abyss,7,11,14,40,10.4k,4/17/2020
11,Master Yi,Howling Abyss,3,4,13,21,11.9k,4/17/2020
18,Akali,Howling Abyss,14,14,14,48,6.5k,4/17/2020
18,Pyke,Howling Abyss,10,13,14,35,14.2k,4/17/2020
12,Pyke,Howling Abyss,4,5,9,14,17.5k,4/16/2020
15,Master Yi,Howling Abyss,14,5,9,50,7.9k,4/16/2020
16,Graves,Howling Abyss,6,9,11,53,11.9k,4/16/2020
16,Lucian,Howling Abyss,5,6,17,43,11.7k,4/12/2020
15,Veigar,Howling Abyss,13,4,13,50,10.5k,4/12/2020
18,Kayle,Howling Abyss,7,14,25,176,10.8k,4/12/2020
14,Lucian,Howling Abyss,6,9,8,22,20.8k,4/12/2020
15,Nidalee,Howling Abyss,9,4,21,20,9.5k,4/12/2020
16,Fiora,Howling Abyss,11,8,6,29,9.7k,4/12/2020
13,Aatrox,Howling Abyss,4,9,9,27,11.2k,4/12/2020
18,Nautilus,Howling Abyss,6,13,23,24,8.3k,4/5/2020
17,Caitlyn,Howling Abyss,14,10,13,54,13.2k,4/5/2020
18,Jinx,Howling Abyss,10,8,28,45,13.9k,4/5/2020
18,Jax,Howling Abyss,12,15,23,27,14.3k,4/5/2020
13,Blitzcrank,Howling Abyss,0,22,1,0,14.1k,4/5/2020
18,Fiddlesticks,Howling Abyss,12,11,15,40,8.1k,4/5/2020
15,Mordekaiser,Howling Abyss,7,11,10,18,12.8k,4/4/2020
16,Zilean,Howling Abyss,9,5,16,60,9.7k,4/4/2020
18,Kha'Zix,Howling Abyss,5,22,12,8,10.7k,4/4/2020
12,Kindred,Howling Abyss,6,1,12,24,11.2k,4/4/2020
15,Jinx,Howling Abyss,8,6,19,41,6.9k,4/4/2020
18,Kalista,Howling Abyss,8,13,21,91,10.8k,4/4/2020
18,Nidalee,Howling Abyss,18,11,22,18,17.0k,4/3/2020
18,Jhin,Howling Abyss,12,14,21,70,17.7k,4/3/2020
18,LeBlanc,Howling Abyss,9,17,37,70,16.8k,4/3/2020
17,Ekko,Howling Abyss,6,13,16,24,19.1k,4/3/2020
12,Lucian,Howling Abyss,6,7,7,23,11.5k,4/2/2020
18,Karthus,Howling Abyss,16,12,33,58,9.4k,4/2/2020
14,Renekton,Howling Abyss,2,11,12,23,14.3k,4/1/2020
18,Kayle,Howling Abyss,17,10,28,58,8.9k,4/1/2020
18,Fiora,Howling Abyss,13,12,24,35,14.3k,4/1/2020
16,Volibear,Howling Abyss,8,7,27,27,14.9k,3/31/2020
15,Darius,Howling Abyss,10,10,14,20,11.1k,3/31/2020
15,Lee Sin,Howling Abyss,9,6,18,18,9.4k,3/31/2020
12,Jinx,Howling Abyss,9,2,10,19,10.0k,3/31/2020
18,Senna,Howling Abyss,5,8,16,49,8.3k,3/31/2020
15,Talon,Howling Abyss,13,6,14,29,13.5k,3/30/2020
18,Ryze,Howling Abyss,13,15,16,61,10.0k,3/29/2020
18,Shaco,Howling Abyss,10,15,29,42,16.3k,3/29/2020
18,Pyke,Howling Abyss,12,16,28,18,15.8k,3/29/2020
18,Nidalee,Howling Abyss,12,8,22,31,17.9k,3/29/2020
18,Jinx,Howling Abyss,10,7,26,103,12.1k,3/29/2020
18,Ahri,Howling Abyss,7,12,27,54,15.9k,3/29/2020
18,Talon,Howling Abyss,21,14,23,32,12.1k,3/29/2020
13,Shen,Howling Abyss,1,10,16,21,15.7k,3/29/2020
15,Senna,Howling Abyss,1,2,23,32,7.4k,3/29/2020
17,Rengar,Howling Abyss,13,17,16,13,9.3k,3/29/2020
18,Aurelion Sol,Howling Abyss,12,12,47,96,12.7k,3/29/2020
17,Viktor,Howling Abyss,3,12,15,30,17.5k,3/28/2020
13,Jhin,Howling Abyss,6,5,9,18,10.9k,3/28/2020
14,Kalista,Howling Abyss,4,10,10,30,8.5k,3/28/2020
18,Ryze,Howling Abyss,8,15,17,25,9.7k,3/28/2020
17,Morgana,Howling Abyss,3,6,31,37,12.3k,3/27/2020
