Level Reached,Champion,Map,Kills,Deaths,Assists,Minions,Money Earned,Date Played
15,Tristana,Howling Abyss,3,11,14,42,8.9k,7/10/2019
18,Veigar,Howling Abyss,21,12,5,52,9.5k,7/10/2019
14,Rakan,Howling Abyss,2,7,28,73,20.1k,7/10/2019
15,Master Yi,Howling Abyss,14,8,11,15,8.0k,7/10/2019
16,Kai'Sa,Howling Abyss,6,10,15,41,12.1k,7/10/2019
18,Sivir,Howling Abyss,7,13,10,43,11.8k,7/10/2019
13,Jinx,Summoner's Rift Ranked (Draft Mode),1,13,27,87,13.9k,7/10/2019
12,Ashe,Summoner's Rift Ranked (Draft Mode),2,4,4,70,6.9k,7/10/2019
15,Nautilus,Howling Abyss,2,1,7,99,7.0k,7/10/2019
17,Rengar,Howling Abyss,11,17,10,6,9.2k,7/8/2019
15,Tristana,Howling Abyss,4,12,17,17,12.7k,7/8/2019
14,Ornn,Howling Abyss,4,12,20,37,10.6k,7/8/2019
18,Ahri,Howling Abyss,7,5,13,40,8.3k,7/8/2019
18,Vel'Koz,Howling Abyss,5,10,14,61,13.3k,7/8/2019
18,Ashe,Howling Abyss,19,18,19,86,16.0k,7/8/2019
14,Ashe,Howling Abyss,5,7,29,92,17.0k,7/7/2019
18,Tristana,Howling Abyss,11,3,16,35,9.5k,7/7/2019
16,Ornn,Howling Abyss,8,14,22,67,14.6k,7/7/2019
16,Fiora,Howling Abyss,7,6,17,24,10.7k,7/7/2019
8,Draven,Howling Abyss,1,14,6,31,9.7k,7/7/2019
17,Kalista,Howling Abyss,12,4,2,8,4.6k,7/7/2019
18,Viktor,Howling Abyss,12,8,15,75,12.9k,7/7/2019
17,Master Yi,Howling Abyss,18,11,23,50,13.1k,7/7/2019
18,Ahri,Howling Abyss,13,12,9,36,12.9k,7/7/2019
18,Viktor,Howling Abyss,9,10,34,112,16.5k,7/7/2019
18,Ahri,Howling Abyss,12,5,24,86,13.4k,7/7/2019
18,Ashe,Howling Abyss,18,3,22,49,13.3k,7/7/2019
9,Ahri,Howling Abyss,2,13,23,79,19.3k,7/2/2019
18,Tahm Kench,Howling Abyss,4,4,4,12,5.2k,7/1/2019
16,Karma,Howling Abyss,3,8,16,25,11.1k,7/1/2019
15,Kindred,Howling Abyss,4,8,8,36,10.2k,7/1/2019
16,Tristana,Howling Abyss,4,12,12,32,9.9k,7/1/2019
15,Xayah,Howling Abyss,3,9,10,45,10.1k,7/1/2019
16,Zyra,Howling Abyss,5,8,14,55,10.7k,7/1/2019
18,Jinx,Howling Abyss,7,5,6,75,11.0k,7/1/2019
17,Zyra,Howling Abyss,2,9,27,44,11.6k,6/30/2019
14,Ashe,Howling Abyss,6,4,27,28,10.2k,6/30/2019
13,Kalista,Howling Abyss,1,2,18,47,9.6k,6/30/2019
18,Kalista,Howling Abyss,5,7,2,31,7.0k,6/30/2019
18,Kalista,Howling Abyss,12,6,20,76,12.5k,6/30/2019
16,Yasuo,Howling Abyss,5,9,17,57,14.1k,6/30/2019
18,Twisted Fate,Howling Abyss,6,13,17,54,11.6k,6/24/2019
18,Karma,Howling Abyss,3,6,31,74,14.2k,6/24/2019
16,Sion,Howling Abyss,6,9,35,51,11.8k,6/24/2019
14,Xin Zhao,Howling Abyss,7,7,21,20,10.2k,6/24/2019
18,Riven,Howling Abyss,13,8,16,20,9.5k,6/24/2019
17,Vi,Howling Abyss,3,16,16,95,19.1k,6/23/2019
18,Blitzcrank,Howling Abyss,7,10,15,13,11.1k,6/23/2019
18,Renekton,Howling Abyss,5,11,17,25,12.8k,6/23/2019
15,Kalista,Howling Abyss,7,15,18,51,15.3k,6/23/2019
15,Ashe,Howling Abyss,2,5,11,40,9.8k,6/23/2019
18,Fiddlesticks,Howling Abyss,7,8,17,45,10.4k,6/23/2019
9,Gangplank,Howling Abyss,0,9,19,39,14.1k,6/10/2019
18,Nasus,Howling Abyss,9,3,1,8,4.4k,6/9/2019
18,Teemo,Howling Abyss,8,12,19,84,15.1k,6/9/2019
17,Sivir,Howling Abyss,9,8,20,26,13.3k,6/9/2019
18,Nidalee,Howling Abyss,6,6,23,85,12.9k,6/9/2019
18,Viktor,Howling Abyss,10,8,5,21,13.9k,6/9/2019
18,Bard,Howling Abyss,11,5,22,45,11.8k,6/9/2019
13,Jinx,Howling Abyss,6,14,49,103,21.0k,6/8/2019
18,Darius,Howling Abyss,5,3,16,24,8.2k,6/8/2019
18,Zed,Howling Abyss,16,8,18,60,13.2k,6/8/2019
17,Sivir,Howling Abyss,3,8,22,60,16.1k,6/8/2019
15,Sona,Howling Abyss,6,2,18,72,10.7k,6/8/2019
18,Katarina,Howling Abyss,7,3,13,16,10.0k,6/8/2019
18,Ashe,Howling Abyss,14,11,22,35,13.3k,6/7/2019
18,Bard,Howling Abyss,10,5,15,78,15.0k,6/7/2019
17,Ashe,Howling Abyss,10,7,16,43,14.5k,6/6/2019
16,Master Yi,Howling Abyss,7,4,20,67,11.8k,6/6/2019
16,Shyvana,Howling Abyss,7,11,17,28,10.9k,6/5/2019
18,Darius,Howling Abyss,2,13,16,44,11.3k,6/5/2019
18,Caitlyn,Howling Abyss,8,12,23,19,10.6k,6/5/2019
18,Ahri,Howling Abyss,11,5,12,45,11.6k,6/5/2019
14,Fiddlesticks,Howling Abyss,6,10,36,157,21.8k,6/4/2019
17,Volibear,Howling Abyss,13,8,16,50,9.7k,6/4/2019
18,Bard,Howling Abyss,11,5,27,28,12.3k,6/4/2019
16,Darius,Howling Abyss,2,3,47,87,18.7k,6/3/2019
18,Kled,Howling Abyss,17,6,25,20,9.6k,6/3/2019
15,Fiora,Howling Abyss,3,12,14,117,20.2k,6/3/2019
18,Riven,Howling Abyss,6,4,14,27,9.0k,6/2/2019
14,Tahm Kench,Howling Abyss,2,13,12,46,14.1k,6/2/2019
18,Kai'Sa,Howling Abyss,8,9,13,19,8.7k,6/2/2019
13,Riven,Howling Abyss,6,9,19,42,12.2k,6/2/2019
18,Kayle,Howling Abyss,13,6,14,24,8.0k,6/2/2019
15,Azir,Howling Abyss,4,10,25,84,14.3k,6/2/2019
16,Darius,Howling Abyss,2,7,22,31,9.8k,6/2/2019
16,Darius,Howling Abyss,3,8,17,13,9.9k,6/2/2019
14,Lulu,Howling Abyss,0,6,30,28,9.8k,6/2/2019
15,LeBlanc,Howling Abyss,4,7,11,26,7.1k,6/2/2019
18,Shen,Howling Abyss,12,9,8,18,9.2k,6/2/2019
16,Garen,Howling Abyss,9,12,17,45,14.6k,6/1/2019
14,Zilean,Howling Abyss,7,6,14,41,10.8k,6/1/2019
18,Darius,Howling Abyss,6,2,13,41,9.6k,6/1/2019
14,Twisted Fate,Howling Abyss,3,17,32,76,18.1k,6/1/2019
18,Ashe,Howling Abyss,16,7,13,19,8.7k,5/31/2019
16,Riven,Howling Abyss,7,5,21,70,15.0k,5/31/2019
17,Shen,Howling Abyss,14,13,17,43,11.6k,5/30/2019
17,Kai'Sa,Howling Abyss,8,11,19,42,12.0k,5/30/2019
18,Fiddlesticks,Howling Abyss,11,11,11,53,13.0k,5/30/2019
17,Twisted Fate,Howling Abyss,8,13,29,69,17.0k,5/30/2019
12,Jinx,Howling Abyss,1,8,23,41,11.8k,5/29/2019
16,Kai'Sa,Howling Abyss,8,7,8,27,6.5k,5/29/2019
18,Lux,Howling Abyss,5,9,24,22,10.9k,5/29/2019
18,Volibear,Howling Abyss,15,6,23,53,12.8k,5/29/2019
18,Jinx,Howling Abyss,16,5,28,31,12.7k,5/29/2019
17,Pantheon,Howling Abyss,11,4,17,114,15.8k,5/29/2019
12,Udyr,Howling Abyss,3,14,17,23,12.3k,5/29/2019
15,Jinx,Howling Abyss,7,7,10,23,6.7k,5/29/2019
18,Caitlyn,Howling Abyss,4,5,20,55,10.5k,5/29/2019
17,Ahri,Summoner's Rift Normal (Draft Mode),13,6,20,93,15.4k,5/27/2019
18,Volibear,Howling Abyss,6,5,17,90,13.9k,5/27/2019
18,Volibear,Howling Abyss,6,13,25,38,12.9k,5/27/2019
10,Ahri,Summoner's Rift Ranked (Draft Mode),7,7,21,89,14.3k,5/27/2019
11,Ahri,Summoner's Rift,1,9,1,38,4.3k,5/27/2019
18,Yasuo,Normal (Draft Mode),1,4,2,59,5.6k,5/27/2019
18,Ahri,Howling Abyss,12,11,22,59,13.0k,5/27/2019
18,Summoner's Rift,Normal (Draft Mode),17,7,9,153,15.9k,5/27/2019
14,Master Yi,Howling Abyss,11,10,15,33,12.0k,5/27/2019
18,Master Yi,Howling Abyss,14,9,9,21,10.4k,5/27/2019
18,Malzahar,Howling Abyss,5,1,19,50,11.8k,5/27/2019
14,Jinx,Howling Abyss,17,11,25,193,22.1k,5/27/2019
18,Aurelion Sol,Howling Abyss,7,6,10,65,9.8k,5/27/2019
15,Twisted Fate,Howling Abyss,6,9,21,91,14.5k,5/27/2019
18,Ivern,Howling Abyss,3,7,16,18,8.2k,5/27/2019
18,Mordekaiser,Howling Abyss,15,12,12,75,17.6k,5/26/2019
18,Morgana,Howling Abyss,11,2,37,104,18.1k,5/26/2019
18,Kindred,Howling Abyss,9,9,9,44,13.5k,5/26/2019
18,Lux,Howling Abyss,12,3,27,49,13.6k,5/26/2019
18,Garen,Howling Abyss,5,8,7,51,11.9k,5/26/2019
14,Shen,Howling Abyss,17,11,30,79,19.2k,5/26/2019
13,Volibear,Howling Abyss,11,5,13,35,10.1k,5/26/2019
18,Vayne,Howling Abyss,3,10,13,34,7.8k,5/26/2019
18,Ahri,Howling Abyss,11,9,29,44,14.0k,5/26/2019
18,Vayne,Howling Abyss,13,11,26,83,15.1k,5/26/2019
18,Sivir,Howling Abyss,13,11,35,187,19.3k,5/26/2019
14,Ryze,Howling Abyss,5,10,17,24,10.9k,5/26/2019
16,Nautilus,Howling Abyss,3,10,13,25,8.7k,5/26/2019
18,Lux,Howling Abyss,1,6,14,28,8.8k,5/26/2019
15,Mordekaiser,Howling Abyss,4,6,21,41,11.6k,5/24/2019
9,Fiddlesticks,Howling Abyss,6,5,11,36,9.5k,5/24/2019
16,Olaf,Howling Abyss,0,1,1,1,5.7k,4/14/2019
18,Fiora,Howling Abyss,12,11,19,30,12.5k,4/14/2019
18,Karthus,Howling Abyss,7,8,21,85,13.0k,4/14/2019
16,Katarina,Howling Abyss,5,11,22,28,12.1k,4/14/2019
15,Poppy,Howling Abyss,9,12,6,18,11.1k,4/14/2019
15,Blitzcrank,Howling Abyss,1,11,19,15,9.3k,4/14/2019
17,Ashe,Howling Abyss,3,8,16,44,9.8k,4/14/2019
18,Sivir,Howling Abyss,10,9,22,87,13.1k,4/14/2019
14,Fiora,Howling Abyss,17,6,13,47,14.2k,4/14/2019
17,Jinx,Howling Abyss,4,8,9,45,10.0k,2/14/2019
18,Sivir,Howling Abyss,5,7,29,81,12.1k,2/14/2019
18,Volibear,Howling Abyss,2,10,30,33,14.8k,2/14/2019
16,Katarina,Howling Abyss,15,9,31,42,14.1k,2/14/2019
15,Zac,Howling Abyss,7,7,5,17,10.0k,2/14/2019
